title,name
英伦汽车tx4老虎证券年度盘点：2017年投资者最关注的十大港股割双眼皮整形医院哪家好,股市研报
英国政府推进农业高效集约化生产,噪音
银监会：金融机构应把普惠重点放在乡村；深圳市网贷备案办法将颁布,监管
银监+央行4道“金牌”，如何影响银行业？,监管
银行业金融机构存款保险保费可以税前扣除吗？,噪音
银行买泰康人寿保险分红型的理财产品到期怎么样分红 保险理财有什么陷阱揭秘分红险产品,产品销售
银行客户元旦秒杀短期趸交保险爆款产品 1小时揽10亿保费,产品销售
银行多方式应对“资管新规”,监管
银保监会引入三个量化指标监管商业银行流动性风险,监管
银保监会提示防范“存单变保单”等销售误导行为,监管
银保监会人士:通过审慎监管健全普惠业务激励约束机制,监管
银保监会启动建议提案办理工作 促银行保险业稳健运行,监管
"银保监会启动“打击非法商业保险活动专项行动”,",监管
银保监会官方网站8日上午启用,监管
银保监会发布规范民间借贷行为的通知,监管
"银保监会发布《保险机构独立董事管理办法》,",监管
"银保监会持续推进开放 多家外资银行设立机构,",监管
银保监会:一季度末商业银行不良贷款率1.75% 升0.003个百分点,监管
"银保监会：严禁以“保证续保”噱头销售短期健康险,",监管
银保监会:力争再降小微企业贷款利率,监管
银保监会:开创银行保险监管工作新局面,监管
银保监会:规范民间借贷行为 维护经济金融秩序,监管
银保监会:发布税延养老险管理办法和示范条款,监管
"银保监会、央行等部门提示:谨防部分第三方平台""消费返利""风险",监管
银保监10号文出台 民间借贷何去何从,监管
银保产品频现乱象 银保监会提示三类保险消费陷阱,监管
阴道 图大地财险太原违法给予客户合同约定以外利益潘霜乐,经营管理
因产品不合规 长城人寿等3险企总精算师收监管罚单,经营管理
因保险业务员隐瞒条款，向保险公司投诉，近三个月没反应，就保险公司的处理方式还可以继续向保监会投诉吗,消费服务
意外险是如何规定被保人的健康状态的?,噪音
意外险｜可能是你人生中第一份商业保险,噪音
峄城区建筑工程一切险保险承保项目招 标公告,噪音
以前在单位上班每年交的三千多医疗保险费自己可以买药看病在里面,噪音
"以前的渔船没有制冰机，所以一艘出海的渔船能打多少鱼不取决于船老大的技能，而关键取决于携带冰块的数量。
        寿险公司的开门红，业务员能打多少保费不取决于业务员的技能，而关键取决于业务员积累准客户数量的多寡。 ​",噪音
以案释法第三十二期——酒驾交强险是否赔付？,噪音
已经买了友邦的医疗险和重疾险[允悲]//@专业戳轮胎熊律师:没有对错，穷是原罪//@船人-老姚:难//@猪突猛进_Jason:我不知道//@维子官儿-锦城旧事:我能理解这个男的做法，但是我不会认同他的做法。我哪怕背一辈子的债，也要让我的家人多看一天的太阳,噪音
已被保监会曝光，这种骗局千万别上当了！,监管
宜良县国家公务员团体补充住院医疗保险服务采购项目结果公示,噪音
宜宾保监分局行政处罚决定书 宜宾保监罚〔2017〕1号 ,经营管理
医责险投保积极性不一 2015年保费收入突破20亿-宣城新闻网,行业
医疗险是否适用补偿原则,噪音
医疗保险交了双份怎么办？能退回来吗？谢谢,噪音
医疗保险监管思路的完善,噪音
医疗保险监督检查组有关工作流程,噪音
医疗保险还没到 已经住院了 是不是在出院前 医保到了就能,噪音
医疗保险报销的钱被别人领了怎么办,噪音
医保卡给别人用了，怎么买保险？会有理赔纠纷么？,噪音
一直去新世纪妇儿，挂号700，急诊900，有钱的人有的是，这都排不上，我们之前用的是一年一万多的高端医疗保险，后来就用熊猫会员了，那得大夫几乎不打点滴，也不怎么开药//@乖乖大笨猫:会员呢还打折呢//@Merengues大董:关键是3700挂号费是事先告知还是事后告知。如果事先就知道那么医院方面一点问题都,噪音
一张保单保全家：众安家庭联合意外险,产品销售
一位年缴保费200多万的生意人，他谈了我为什么要买保险...,噪音
"一位美国律师买了盒极为稀有、昂贵的雪茄，还为雪茄投保了火险。

结果他在一个月内，把这些顶级雪茄抽完了，随后向保险公司提出了索赔偿要求。
申诉中，律师说，雪茄在「一连串的小火」中受损。

保险公司当然不愿意赔，理由是：此人是以正常方式抽完雪茄。
结果律师将保险公司告上了法院，还居然 ​",噪音
一外企高管去世，留数百万债务和一张500万保额的保单！要不要抵债，律师这样说！,噪音
一生必买的保险：600万保额保费最低136元，药费门诊都报，错过这次再没有！,产品销售
一切皆有可能----记太平人寿济南中心支公司保费部经理王翌绚,经营管理
一篇文章告诉你：2018年港股怎么投才赚钱！,股市研报
一家人怎么买意外险最科学？最省钱最省心的方案来啦！你必须看看,产品销售
一季度财险公司罚款占行业六成 13位分公司负责人被撤职,行业
一季度保险业谁是赢家？吉祥人寿实现业绩双超,行业
一行三会债市整顿重磅文件亮相 最受影响的是这类机构,监管
一行三会联合发文规范债券市场 参与者债券交易业务,监管
一行三会就规范债券市场参与者债券交易业务的通知答记者问,监管
一行三会规范债市参与者债券交易业务,监管
一行三会规范债券交易业务 引导债市参与者“去杠杆”,监管
一个客户很不幸在11月份被查出恶性肿瘤，公司赔付20万保额后。因为当时客户添加了额免保费附加险，所以他小孩剩余18年未缴保费也不用邀了。给友邦理赔部一个大大的赞[强][强][强] ​,消费服务
一出险就犯迷糊的7个问题，不知道就亏大了！,噪音
叶梓萱素颜光大永明人寿湖北违法造假财务业务资料米奇妙妙屋第二季,经营管理
"业绩破百万

曾几何时，我一直在想，做酒店宴会家具，能不能一个月业绩破百万呢？为啥有这个想法呢？10年在保险公司。看到不少人业绩可以破百万。从而达标MDRT(百万圆桌会议) 那是做保险的最高荣誉。那时就种下这个梦想。无论如何都要达标这个荣誉。可惜梦想败给了油盐酱油。后来从事本行业的时候。就 ​​​",噪音
野村：第三季友邦新业务保费增长减慢 吁“买入”新华保险等,行业
"要学就好好学，本期中国平安保险业务经理U+职业经理人培训，全班第一个通过。
I made it[悠闲]
今后，有关乎于
[微笑]保险咨询
[微笑]投保规划
[微笑]车险
[微笑]寿险
[微笑]信用卡
[微笑]车抵贷
[微笑]理财
等等
只要您有需求，都可以通过我获得满足。

我是李老师——法律+教育+保险综合服务  ​",噪音
要闻 | 保监会：重点整治将保险产品混同存款进行销售等问题,监管
要等保险公司给他钱后再给我，怎么办,噪音
邀请函|非报名不可!!激情拉力赛车、假面舞会晚宴、辣妹热舞、无限量美酒美食and现场抽奖！此日不嗨更待何时？,噪音
杨钟三律师：贷款购买房后酒后家中坠亡，保险公司是否应代偿房贷？,噪音
阳光私募新进与增持119只个股 重阳等百亿级私募持仓浮出水面,股市研报
阳光人寿烟台中支快速完成重疾理赔,消费服务
阳光人寿保险存董事会运作不规范等九方面问题被发监管函,经营管理
阳光人寿百万销售误导案：营销员获佣金20万仅罚两万,经营管理
阳光电话车险怎么样 平安电销车险怎样,产品销售
阳光车险怎么样？ 可三维通赔,产品销售
阳光产险“老板安心系列保险”荣膺“年度创新型保险产品卓越奖”,产品销售
阳光财险吉林分公司违规 被吉林保监局罚款10万元,经营管理
阳光保险总裁李科：正本清源推进保险业价值成长,行业
央行严查反洗钱和客户身份识别  四家保险机构被罚,监管
"央行货币政策委员会:""双峰""监管模式意在求稳健",监管
央行、银监会、保监会传达学习经济工作会议 要点都在这里！,监管
燕山财政分局完成2018年度燕山办事处行政事业单位机动车辆保险合同和电器设备协议采购项目框架协议续签工作燕山财政局,噪音
阎良村民大棚保险无法获赔 | 阎良某保险公司因洗钱被处罚...！,经营管理
严监管剑指股权投资：险资投资私募划定80％上限,监管
严监管措施加速落地 A股银行板块估值直逼“八折”,监管
严监管持续:民生人寿接5罚单 海航销售接25万罚单,经营管理
延伸解读|关于资管产品营改增你应该知道的六个问题,噪音
"延平：儿子酒驾撞坏车 父亲“顶包”骗保被查获
东南网讯（通讯员 陈宇）儿子酒驾把车撞坏了，父亲不仅没有做好教育引导，反而为骗取2万元保费自己“顶包”，企图瞒天过海。12月21日，经延平警方细致调查，该起骗保案件成功告破。http://t.cn/RHpSTjo ​",噪音
雪天事故多 看看车险如何报 不是所有情况都赔付,消费服务
雪天路面结冰事故多 保险公司该怎么理赔呢？,行业
选保指南: 投保出险后如何一步一步获得理赔？,噪音
许个愿 睡觉起床吃饭 把劳动合同法和保险法看了 然后再把知识点复习背一遍 到下午两点半考劳保法之前不玩手机 跪求劳保法 转转转 晚上买酒喝,噪音
雄安新区一周年 阿里腾讯等48家公司入驻,经营管理
幸福相伴（尊享版）两全保险及附加险我交完三年的钱怎么就收益十,产品销售
幸福人寿荣获第八届金鼎奖两项大奖,消费服务
幸福都是奋斗出来的，奋斗出来的幸福该如何守护？,产品销售
兴安盟协会组织召开全盟人身险公司后援运营同业交流会议,行业
信用卡中心推销的保险保费低，你愿意买吗？,噪音
信阳市保险行业协会组织召开三届十次寿险委员会会议,行业
信任难筑，手机维修平台该如何打好服务这张牌？,噪音
信诚人寿鞍山公司虚假宣传 被辽宁保监局罚款5万元 北方影院战地演出队,经营管理
信保业务监管办法发布 广东禁止P2P个人间债权转让,监管
新移民初到BC省 如何办理医疗保险,噪音
新型终身寿险产品起底 如何实现个人保障及财富积累,产品销售
新乡地区有保单可以在银行贷款么？怎么使用保单贷款,噪音
新西兰留学如何参加和使用医疗保险,噪音
新西兰留学：新西兰留学如何参加和使用医疗保险,噪音
新闻动态 | 中国保监会发布保险资金设立股权投资计划有关事项的通知,监管
新手想为爱车节约养车成本，那要学会如何买汽车保险？,噪音
新时代女性买保险的七大理由！不同阶段的女性怎么买才合适？,产品销售
新生儿保险有必要买吗 新生儿保险如何买,噪音
新三板一周七宗“最”：2018年新三板IPO迎开门红,产品销售
新三板投资“黄金风口”  恒荣汇彬迎来挂牌一周年,经营管理
新葡京线上手机版:监管酝酿车险二次费改 费率调整系数拟进一步调整,监管
新年伊始9家保险机构接13张罚单,行业
新年伊始，一大波美女跑去保险公司上班了！,噪音
新年伊始！河南这11家金融机构遭处罚（名单）,监管
新年学交规。。基本上明白了，快车道停车上下人是违法，非机动车道超车也是违法。。。感谢交警朋友和保险公司的朋友的细致解答。。虽然被交警骂了一句：你驾照是买来的？！这都不懂？！。。。。所以说，其实前两天的事故我并不是全责。?? ​,噪音
新年新气象，如何做新的一年理财计划？,噪音
新年头两天开出13张罚单，2018年保险业这些“老毛病”要小心了！,行业
新年首周保费出现下滑 保险业淡化“开门红”,产品销售
新年钜惠！一月港险活动汇总来袭！,产品销售
新年第一天民生人寿、兴业青岛分行违规被罚59万元、2.32亿元,经营管理
新年第一天，昨天看了一晚上电饭煲，然后纠结了很久决定买福库了，然后就着大火了，然后一把火就把我买锅的热情浇灭了！指望年头能发点钱，估计是没戏了！还是省着点吧，过完年还得交保费[允悲]！我的破壁机，我的电饭煲，我的愿望啊~[允悲] ​,噪音
新疆保监局普法工作取得实效 ,监管
新华人寿保险及相关责任人违反《反洗钱法》被罚21万元,经营管理
新华哪个装修一切险怎么买,产品销售
新华保险拟成立“IT+互联网”公司，为保险业务16:54 新华保险拟借鉴物联网的思路,经营管理
新华保险保费连续三月增长,经营管理
新华保险：转型成功，寿险业务占比达98%，18年保费高增长可期！,经营管理
新华保险：续期拉动模式基本确立，个人客户续期保费占比由2015年的54%增长至2017年前三季度的近70%！,经营管理
新河2018年中央财政农业保险保费补贴预算指标提前公布！快看有多少,噪音
新的一周 这些提醒请查收！,噪音
新的一年，我依然从事保险业，请放心在我这里买保险！,噪音
心脏支架花了15万，为何社保和商保都不报？「某安福之医疗篇」,产品销售
协会通知｜关于举办“保险资金股权投资信息报送系统使用培训”的通知,噪音
小心这些坑！ 保监会开年再度提示保险消费陷阱,监管
小心“开门红”保险销售误导,监管
小孩子可以买健康保险吗是怎么买的 平安保险有哪些小孩子的健康险和意外险,产品销售
小孩子的医疗保险选择多少保额的好 如果给岁的孩子买国寿鸿宇两全保险分红型如何计算年交保费,产品销售
小孩入的医疗保险有哪些合算的？,噪音
销售技巧：23年寿险从业经验8千人团队长揭秘如何成为绩优保险人,噪音
向@玛丽儿保单奶奶单晋平 提问：请问四周岁女孩，舌苔厚白，便秘，特别容易感冒咳嗽怎么调理？嘴唇经常红肿上火 ​,噪音
向@玛丽儿保单奶奶单晋平 提问：你好我家宝宝老是放个屁都能崩出点粑粑，屁股上老是湿的，肛门都红了，肚子还经常咕咕叫，请问是怎么回事？大便量多的也就三次左右，可是屁股老不干净？ ​,噪音
向@玛丽儿保单奶奶单晋平 提问：你好，我家宝贝五岁了，咳嗽快一个月了，怎么办？ ​,噪音
向@玛丽儿保单奶奶单晋平 提问：你好，我家宝宝一个月了，从出生就一直拉肚子。每次换每次都有大便，而且鼻子不通气。怎么办 ​,噪音
向@玛丽儿保单奶奶单晋平 提问：你好！我家宝宝8个月、最近总腹泻，但是精神好！不难受！是不是消化不好！怎么办呢 ​,噪音
向@玛丽儿保单奶奶单晋平 提问：宝咳嗽一个多月了，从咳嗽开始排便就不正常了，现在发展五天都不拉大便怎么办，按摩也天天按，又不想老用开塞露 ​,噪音
向@玛丽儿保单奶奶单晋平 提问：宝宝七个月检查贫血血红蛋白88这个怎么办？ ​,噪音
向@玛丽儿保单奶奶单晋平 提问：宝宝快4岁了，认字特别慢，教了几遍都不会，看了看同龄的孩子学的特别快，我担心是孩子智力的问题，去医院看了医生，医生让我们回家注意饮食，同时补锌。原来补锌可以提高智力水平，是这样的吗？ ​,噪音
向@玛丽儿保单奶奶单晋平 提问：宝宝1岁大小，口腔溃疡反复，吃啥都不香，平时水果啥的也没少吃，为啥还会口腔溃疡？医生说不是吃不吃水果的问题，建议补点锌，锌对口腔溃疡有帮助吗？ ​,噪音
向@玛丽儿保单奶奶单晋平 提问：1岁多宝宝吸收不好怎么办，宝宝吃的一些东西，像芝麻，青菜这些吃进去，拉出来还是一条青菜样的，这样是没有吸收吗？怎么调理啊 ​,噪音
向@玛丽儿保单奶奶单晋平 提问：，小宝鼻子呼哧哧的，最近咳嗽，前两天没怎么咳，喉咙发出的声音就斯哑了，每天早上流鼻涕，需药物治疗吗 ​,噪音
想咨询一下律师，我有一份保险，保费已交完，想退保不知能退不能,噪音
想给父母买保险？先梳理这几个问题不迟,噪音
香港友邦海港城地址_香港买保险怎么缴费_香港友邦储蓄分红险,产品销售
香港友邦：保单“非保证分红”如何做到“保证分红”！,产品销售
香港上市制度改革深意何在 增强港股活力,股市研报
香港如何惩戒泄露个人信息牟利？最高罚100万,监管
香港如何保护金融客户隐私：严管与重罚,监管
香港会计师公会与德勤携手为香港会计师公会会员举办了国际财务报告准则—保险合同（IFRS17）研讨会。本次研讨会分为三部分，于上月在香港举行。IFRS17的公布标志着全球保险行业需要做好准备，迈向划一方法处理保险合同有关确认、计量、列报和披露的要求。新准则将于2021年1月1 日起的报告期生效。按IFRS17进行报告的保险公司必须在三年之内实施该准则，亦因此对其会计流程、精算估值和信息技术基础设施产生重大影响。我们预计2018年将成为香港和中国内地保险业开展实施计划尤为关键的一年。阅读全文：http://t.cn/RHRnRZP,噪音
香港公布自愿医保计划 每次平均可获八成赔偿,噪音
香港保险受到追捧 如何鉴别香港保单的理财功能?,产品销售
香港保险理赔最常见的问题 答案都在这里！,噪音
"香港保险公司命名真是怎么绕口怎么来，至于产品变化，简单归纳以下几个要点：
大陆人来投保比例明显增加肯定要提价格（贵了0.5%-4%同比）；
疾病保障种类增加到115种，
癌症的多次赔付对标保诚平行于其他重疾；
父母身故保费豁免和配偶身故保费豁免实在是千呼万唤始出来的良心条款；
红利减少可以理解 ​​​",产品销售
香港保险的保费低、性价比高是怎么来的？,噪音
香港保监会与中国大陆保监会对比？,监管
香港153期开奖结果: 关于医疗保险审计结果（公告稿）有关内...,噪音
相较于《自然灾害救助条例》，我省的《自然灾害防范与救助管理办法》又规范了哪些新内容？,噪音
相差很小的保险产品，保费却相差很大,噪音
县财政局：兑现落实柑桔保险保费,噪音
险资如何投资私募股权基金？请大神指教,噪音
险资监管风暴来临 激进型险企流动性或告急,监管
险企资产负债错配预警 保监会重点监管万能险-五大连池新闻网,监管
险企开展税延养老保险 业务门槛明确,行业
险企“开门红”乱象，保监终于动手了！,监管
嫌自己的汽车大灯不够亮，想改灯又怕不懂行，怎么办？,噪音
吓得我年终奖过两天着落之后就去买商业医疗保险去[允悲]//@英国皇家司机:小敏姐又因为医院的事儿火了？[doge]//@-逆光飞行-:好像还没开药//@书香满心:这么贵？[汗],噪音
"下午领了妈妈的红包 和她说了一下什么时候回去 问了她和弟弟的放假时间 问她买了房子的话 我出国的费用会不会给家里压力 她才和我说最后没有买房子 因为一楼也没有送架空层（我不知道怎么念 读音差不多就是这样） 她说那样不划算就暂时不买了 并没有很失望 反正现在也不怎么在家 回家以后也常住在阿姨家 也算是长期住在城里了

她给我买了一份理财险 看不懂是什么 那就买吧

现在差不多决心要出国一年了 也打算利用出国前的半年好好学英语 出去了也能多运用多交流 好好把握这次机会

去拿了快递 pretzels还挺好吃的 就是觉得外国人口味好重 上面的盐粒是巨大的 那种粗盐 一片上面有好多粒 可能有7-8粒吧…",噪音
下半年车险保费暴涨19倍！保险科技第一股众安在线缘何爆发出如此能量？,经营管理
"喜获赞誉，感恩感谢

重要通知：即日起北京同仁堂王府井中医院工作时间调整，下午5点全院下班，请务必4:00前就诊，给各位带来不便敬请谅解！
北京同仁堂王府井中医院 周一 周三 周五 周六 9:30-12:00；14:00-16:30
地址：北京市东城区东安门大街23号
挂号费：100RMB
同仁堂无预约，周五、周六病人较多，请尽量避开就诊高峰日

北京正安医馆（官舍店）周二10:00-12:00；13:00-16:00
地址：官舍二期商场三层F302A 北京市朝阳区东方东路19号
挂号费300RMB
正安采取约诊制服务，预约电话400-898-5070
建议有高端医疗保险患者在此就诊",噪音
西班牙穆尔西亚舞蹈团《卡门》燃情京城——“零距离 心体验”中荷人寿北京分公司2017年VIP客户大型专场活动,其他相关报道
物业未入户调查，直接与居委会签订服务合同，业主变被动。保险小区自建立起来，没有业主委员会，就由保险公司出钱聘请一名清洁工管理小区卫生，包括垃圾处理，业主承担垃圾处理费，再无其他费用。自年初政府出钱治理老旧小区后，小区环境得到很大提高。今年十一月突然小区出入设置栏杆，被告知小区以后 ​,噪音
武广有律师：机动车撞伤行人纠纷 如何确定交通事故人身损害赔偿范围,噪音
武广有律师：非营运车辆的替代性交通费损失 是否属于交强险理赔范围,噪音
午后保险板块快速跳水 新华保险大跌3%,股市研报
芜湖一货车司机乱停一分钟 领到了16万的“罚单”,噪音
无开户、不港险…香港银行开户，是买香港保险的第一步…得益于老崔储备的银行资源、以及流程化作业，开户+投保，半天时间即可[笑而不语]#香港保险##港险# ​,噪音
无法认定交通事故的责任，保险公司是否应当承担保险赔偿责任？,消费服务
无保户房产怎么继承我父亲是无保现在死亡房子我想继承需要走什么程序,噪音
无“微”不至 “信”手拈来您还在为了收到保单每年一度的交费成功通知书，默默打扫楼下的信箱吗？您还在为,噪音
我只知道群体是无脑的……还把一个公司的创造力和发展力都押在群体上，真的想多了，如果这种模式可以的话，保险公司和理发店早就独立成国家了。有些人被洗脑了真是怎么都揪不回来，已经魔怔了//@屠龙的胭脂井: 感觉原po和很多钱宝粉缺乏基本经济财务知识。。。一言难尽[允悲],噪音
我正在申请微博认证，认证信息为“中国平安综合金融（集团）股份有限公司 客户经理”。请@落雪天堂 @吉祥如意jiajia 转发此条微博帮我确认身份，多谢！！ http://t.cn/RI7EQ4o ​,噪音
我正在申请微博认证，认证信息为“金服洛分产险客服中心职员 职员”。请@拼命佳佳的收藏 @汪小小瑞 转发此条微博帮我确认身份，多谢！！ http://t.cn/RxnwWD2 ​,噪音
我已经交了保费，为什么不见保单是不是骗人的？,噪音
"我也转一个，如果你不属狗，你最爱的人属狗，或家中有人属狗，特别是1982的狗，2006年的狗，1970的狗，还有1958的狗和1994的狗，请转发这个平安符，今年今晚子时（11点）至明曰（晚9点）观音菩萨开库，这段时间观音菩萨大开金库，属狗的人年年财源滚滚，平安健康，
转一个，属狗的好运连连???",噪音
我也接一个，我有闺女我骄傲！我的最爱！不管你闺女在干嘛，2018年了，都为自己的闺女转一次。愿自己的[亲亲][亲亲]闺女健康幸福。[微笑]闺女，一定要健康平安哦。因为她是分享我们喜怒哀乐的另一个心。 有闺女的在6秒内为闺女转起……....祝福闺女永远健康快乐！事事顺心，一顺百顺……[拳头][拳头][强][强]为了我的贴心小棉袄平安健康[憨笑][憨笑][拥抱][拥抱][亲亲][亲亲],噪音
我厅与中信保福建分公司联合举办“中美贸易摩擦及应对措施研讨会”,其他相关报道
我是怎么从亲戚那里买保险上当受骗的？又是如何退全款的,消费服务
"我是谭琼合，我现在在中国人寿保险公司实习，经过培训，我才知道，有一份保险，对我们是有多么的重要！现在，我已经培训出炉，我现在需要你们的帮助！我要卖出10份意外险，我才能实习合格，一份意外险，你既得到了保障，我也实习合格了，何乐而不为呢，赶紧联系我吧，把保障带回家！
给自己的父母，兄 ​",产品销售
我是公交司机，行车时发生晃客事故。保险公司全额赔付事故金。请问律师这合法吗？,噪音
我是保险公司的业务员，他平白无故扣掉我工资，保监会会调理不,经营管理
我是2个孩子的宝妈，感觉做保险时间比较自由，面对2家不同类型的保险公司，我应该怎么选择呢？,噪音
我市大力开展贷款保证保险业务,其他相关报道
我省养殖业保险业务稳步推进,行业
我省财产险累计保费收入突破200亿元,行业
我去年八月伤在邮局被工作人员误导买了保险年年好重疾险，但拿回家才看见这种保险与在银行存钱的分红险一样,消费服务
"我们有太平洋保险
以及iso9001质量管理体系认证

首先保证了我们产品的安全
以其消费者的利益 http://t.cn/RHYQ0Gj ​",噪音
我妈前几年报的大病医疗保险，一直都在续保，十二月中旬的时候去乌鲁木齐南湖人寿保险股份有限公司续保，工作人员告诉我妈不能提前续保，要到1月3日才能交保费。今天1月3号，去了营业厅，又告诉我妈，系统在维护。请问如果错过续保日期，这个责任谁来承担？@中国人寿 @中国人寿乌鲁木齐分公司 @微博315 ​,消费服务
我来平安上班了，要办理以下的业务车险、寿险、贷款、信用卡等等都可以来找我喲 ​,产品销售
我开机动车由南向北正常行驶，导致事故，事故科让我们协商，我只有交强险和三责险，我该怎么协商？,噪音
我就想知道要干啥。是不是可算又有能叨叨的事了。又能站在道德的至高点指责人家李小璐了。挺大一老爷们，去人家老公微博底下评论媳妇，你是不有病，你一年挣多少钱，你有没有医疗保险，怕不怕生病了治不起。咦……要过年了，你能不能赶紧上班挣钱，过年你想空俩爪子回家是咋的。不要脸。嘴真碎。,噪音
我交的7000元保费，第一年，过了犹豫期，退保大概能退多少,噪音
我家儿子发生意外！在学校买的那种意外险！医药费该怎么赔,噪音
我国只有8%的人持有寿险保单，大学教授的亲身经历告诉你，只有社保到底够不够。,噪音
我国首家科技保险公司获批开业 注册地为浙江嘉兴,经营管理
我给父母16.17.年一年期保费分别是100.150，一年:,噪音
"我分享了【如何正确计算汽车的百公里油耗？不要再让车险油耗蒙蔽双眼】, 快来看吧！ | http://t.cn/RH0y5UN ​",噪音
我方全责的交通事故 赔偿谈不拢 对方要把我方告上法庭 保险公司算下来标的只有5000左右对方的律师费,噪音
我的这份工作，一定能给我带来不一样的成长，我会用专业的寿险和理财知识为客户送去保障。也希望我身边的朋友不是后知后觉，我更不希望有一天谁是因为经历了风险才认可保险。 ​,噪音
我的顺序是：国家医保（get√）大病医疗险（300多）、意外险（200多）、重疾（福禄康逸4000多）、寿险（还没买）//@板房蒋阿姨：先大人后小孩，先保经济支柱，我也偏向于消费型保险。保险是为了给生活提供保障，不是给生活增加负担，量力而行，先解决吃饭问题，再谈保障。,噪音
我的身份证姓名已变更，这保单上姓名该如何变更？,噪音
我的保单已经交保费过4年了，马上就要交第5年的保费了，我的是,噪音
我车险快到期了…一直买人保的今年不想在人保买了，现换个保险公司买优惠比较大的买。谢谢！【西乡吧】,噪音
我参加了一份住院医疗保险 但保险公司以保险前就有该毛病 我没有履行告权不予赔偿我该怎么做？,噪音
我爸68岁在厂里看门，晚上值班被老板娘倒车时撞倒压在车底11根胸肋断，厂里和车险是否都应该赔偿呢？,噪音
温州保监分局认真学习陈文辉副主席在保监会局级主要领导干部学习贯彻党的十九大精神专题培训班上的讲话 ,监管
温馨提示：无证驾驶带来的不利后果都有哪些呢？1、无证驾驶，会被罚款和拘留。无证驾驶，路上被交警逮到，处200元以上2000元以下罚款，还可以并处15日以下拘留。2、无证驾驶，保险公司不承担赔偿责任。3、无证驾驶，更容易构成交通肇事罪。无证驾驶发生交通事故，负事故全部或者主要责任，且重伤一人以 ​,噪音
未贴车险标志被处罚200元扣1分，车主怒了：起诉交警！,噪音
未履行客户身份识别义务 中煤财险信诚人寿被罚47万,经营管理
未成年人是否可以为自己投保添金计划3号呢？,产品销售
未按规定履行客户身份识别义务 太平人寿榆林中支接罚单,经营管理
委托律师发《律师函》,噪音
违规聘任高管并实际履职 安心财险领新年首张罚单,经营管理
违反反洗钱法 新华保险周至支公司被央行罚款20万元,经营管理
违反反洗钱法 太平洋产险阎良支公司及相关责任人被罚26.5万元,经营管理
违法给予客户合同以外利益 海南信兴汽车被保监局罚款12万元,经营管理
"为什么我要注册成店主？
理由1: 达人店满足每一个人的衣食住行
理由2: 价格实惠，省钱的同时还赚钱
理由3: 所有产品，中华保险承保
理由4：399送你价值299超值大礼包➕30元券
理由5：不管我在哪里，什么工作，一部手机，赚天下
新零售·共享经济时代来了
0️⃣元开店最后一天‼️0️⃣元开店倒计时‼️ ​​​",噪音
为什么我建议你2018年来保险公司上班，今天告诉你3句大实话,噪音
为什么50倍市盈率的，阿里巴巴被低估，很多创业板的股40多倍反而高估baba收入每次都在50到150的增长，利润也在几乎百分之70到40之间，而创业板的40倍呢？营收不怎么增长，主营业务未来说不清，现金流一塌糊涂，利润增长比乌龟走的还慢，你凭啥有40多倍的估值？你就值31倍以下，一个婴儿生长速度不及大体量的成年人，还要说自己是婴儿，是侏儒小时候吗？中国平安每年百分之20以上增长，你创业板拿出5个来，让大家看看！没有，就别几把谈创业板有未来，要估值没估值，要成长没成长，还要谈技术超跌反弹，谈这些的赶紧滚远点！啥时候跌破了估值安全垫了，啥时候见底，别扯技术面了。最没用的就是k线技术！,噪音
为什么2018年我建议你来保险公司上班！政策和趋势告诉你理由！,噪音
为其他机构牟取不正当利益 安徽华鑫保险代理被罚5万,经营管理
为进一步完善保险机构独立董事制度，充分发挥独立董事在保险机构公司治理结构中的重要作用，促进科学决策和充分监督，根据《中华人民共和国公司法》《中华人民共和国保险法》及有关保险监管规定，我会起草了《保险机构独立董事管理办法（征求意见稿）》，现向社会公开征求意见。公众可以通过以下方式提出意见： 一、通过电子邮件将意见发送至：dlds@circ.gov.cn。 二、通过信函方式将意见邮寄至：北京市西城区金融大街15号中国保监会发展改革部公司治理处（邮政编码：100033），并请在信封上注明“《保险机构独立董事管理办法》征求意见”字样。 三、通过传真方式将意见发送至：010,监管
为“大蒜”买保险，江苏效仿金乡保障蒜农利益,行业
微医保医疗险怎么赔,产品销售
微医保医疗险怎么买,产品销售
微医保医疗险多少钱,产品销售
微股票--沪指再冲3350点！超60亿资金快速涌入,股市研报
危难之际显真情——富德生命人寿铁岭中支为客户快速理赔10万元,消费服务
网约车车险中存在哪些风险,行业
网上买保险是否存在风险？,噪音
网上买保险，需要注意哪些坑？,噪音
网警提醒：千万不要踏入骗保禁区！,噪音
网红定期寿险：100万元保额年交保费相差超500元,行业
网贷信保或遇强监管，保监会拟定相关规范,监管
网贷行业再现融资热？新华联国际6000万美元入股小赢科技,噪音
"王军：有必要暂缓出台资管新规实施细则 给市场喘口气,",监管
王海平律师：   散打名将之死催生体育比赛法,噪音
王辰：从媒体的爱好看“理赔难”和“销售误导”,经营管理
汪虎律师：交通事故赔偿案件中存在多个被抚养人生活费的计算方法,噪音
万科Ａ(000002)前独董华生评宝能资管清仓万科:延期清盘因有难言苦衷,经营管理
晚间上市公司重大利好公告一览,噪音
外汇黄金怎么做？外汇哪个平台好？炒外汇亏损了怎么办？,噪音
退保退给我的保单现金价值，保险公司是怎么算出来的？,噪音
